Algo só é impossível até que alguém duvide e prove o contrário.; (Albert Einstein)
O ouro é melhor que o ferro, embora menos útil: é mais difícil de obter, e portanto mais valioso.; (Aristóteles)
As palavras movem, os exemplos arrastam.; (Luiz Marins)
Bravo é o homem que enfrenta e teme as coisas certas, pelo motivo certo.; (Aristóteles)
Deve-se cuidar hoje das necessidades de amanhã.; (Esopo)
O perigo não está em pensar grande e não conseguir. O perigo está em pensar pequeno e... conseguir. Pense grande!; (Luiz Marins)
Não há mestre que não possa ser aluno.; (Baltazar Gracián)
Nenhuma guerra pode ser santa.; (Renato Russo)
Não te contentes em admirar as pessoas bondosas. Imite-as.; (Sócrates)
Não somos ricos por causa das coisas que possuímos, mas pelo que podemos fazer sem possuí-las.; (Immanuel Kant)
A vida é uma tragédia quando vista de perto, mas uma comédia quando vista de longe.; (Charlie Chaplin)
A alegria do triunfo jamais poderia ser experimentada se não existisse a luta, que é a que determina a oportunidade de vencer.; (Carlos Bernardo González Pecotche)
O tempo é o melhor autor. Sempre encontra um final perfeito.; (Charlie Chaplin)
Você tem que cantar como se não precisasse de dinheiro, amar como se você nunca fosse se ferir. Você tem que dançar como se ninguém estivesse olhando. Isso tem que vir do coração, se você quer que dê certo.; (Susannah Clark)
Quanto maior a dificuldade, tanto maior o mérito em superá-la.; (Henry Ward Beecher)
Paciência e perseverança tem o efeito mágico de fazer as dificuldades desaparecerem e os obstáculos sumirem.; (John Quincy Adams)
A primeira coisa que um ser humano deveria aprender é a diferença entre o bem e o mal, e jamais confundir o primeiro com a inércia e passividade.; (Maria Montessori)
O sonho e a esperança são dois calmantes que a natureza concede ao ser humano.; (Frederico I)
Não sobrecarregues os teus dias com preocupações desnecessárias, a fim de que não percas a oportunidade de viver com alegria.; (André Luiz)
O fruto de cada palavra retorna a quem a pronunciou.; (Abu Shakur)
A guerra, a princípio, é a esperança de que a gente vai se dar bem; em seguida, é a expectativa de que o outro vai se ferrar; depois, a satisfação de ver que o outro não se deu bem; e finalmente, a surpresa de ver que todo mundo se ferrou.; (Karl Kraus)
Não é digno de saborear o mel, aquele que se afasta da colméia com medo das picadelas das abelhas.; (William Shakespeare)
Vivem somente os que lutam.; (Victor Hugo)
Se nós pudéssemos nos ver como os outros nos vêem, compreenderíamos até que ponto as aparências são enganosas.; (Franklin Jones)
A esperança é o único bem comum a todos os homens; aqueles que nada mais têm ainda a possuem.; (Tales de Mileto)
O homem que a dor não educou será sempre uma criança.; (Niccolò Tommaseo)
O mais valioso de todos os talentos é aquele de nunca usar duas palavras quando uma basta.; (Thomas Jefferson)
O caminho da sabedoria? é simples : Errar, errar e errar novamente: mas menos, menos e menos.; (Piet Hein)
Semeia um pensamento e colherás um desejo; semeia um desejo e colherás a ação; semeia a ação e colherás um hábito; semeia o hábito e colherás o carácter.; (Tihamer Toth)
É mais fácil construir um menino do que consertar um homem.; (Charles Chick Govin)
Não devemos acreditar na maioria que diz que apenas as pessoas livres podem ser educadas, mas sim acreditar nos filósofos que dizem que só as pessoas educadas são livres.; (Epiteto)
Acima de todas as liberdades, dê-me a de saber, de me expressar, de debater com autonomia, de acordo com minha consciência.; (John Milton)
Os analfabetos do próximo século não são aqueles que não sabem ler ou escrever, mas aqueles que se recusam a aprender, reaprender e voltar a aprender.; (Alvin Toffler)
Enfrente algo que é difícil; isso te fará bem. A menos que você tente fazer algo além do que você já domina, você nunca crescerá.; (Ronald E. Osborn)
O homem que tem coragem de desperdiçar uma hora do seu tempo não descobriu o valor da vida.; (Charles Darwin)
A flecha deixa de pertencer ao arqueiro, quando abandona o arco; e a palavra já não pertence a quem a profere, uma vez que passe pelos lábios.; (Heinrich Heine)
Assim como a cera, naturalmente dura e rígida, torna-se, com um pouco de calor tão moldável que se pode levá-la a tomar a forma que se desejar, também se pode, com um pouco de cortesia e amabilidade, conquistar os obstinados o os hostis.; (Arthur Schopenhauer)
A alegria está na luta, na tentativa, no sofrimento envolvido. Não na vitória propriamente dita.; (Mahatma Gandhi)
Vocação é diferente de talento. Pode-se ter vocação e não ter talento, isto é, pode-se ser chamado e não saber como ir.; (Clarice Lispector)
É tão absurdo dizer que um homem não pode amar a mesma mulher toda a vida, quanto dizer que um violinista precisa de diversos violinos para tocar a mesma música.; (Balzac)
O homem verdadeiramente livre apenas quer o que pode e faz o que lhe agrada.; (Jean-Jacques Rousseau)
Um sonho que se sonha sozinho é só um sonho que se sonha sozinho. Mas um sonho que se sonha junto é realidade.; (Raul Seixas)
A verdadeira viagem do descobrimento não consiste em procurar novas paisagens, mas em ver com novos olhos.; (Marcel Proust)
A coisa principal da vida não é o conhecimento, mas o uso que dele se faz.; (Talmude )
A liberdade não tem qualquer valor se não inclui a liberdade de errar.; (Mahatma Gandhi)
O amor não vê com os olhos, vê com a mente; por isso é alado, é cego e tão potente.; (William Shakespeare)
Na prosperidade nossos amigos nos conhecem; na adversidade conhecemos os nossos amigos.; (Collins)
Quem busca a felicidade fora de si é como um caracol que caminha em busca da casa.; (Constancio C. Vigil)
Ficar sem algumas das coisas que desejamos é parte indispensável da felicidade.; (Bertrand Rousseau)
Três coisas precisam os homens: prudência no ânimo, silêncio na língua e vergonha na cara.; (Sócrates)
Vivemos numa época perigosa. O homem domina a natureza antes que tenha aprendido a dominar-se a si mesmo.; (Albert Schweitzer)
Se conhecemos o inimigo e a nós mesmos, não precisamos temer o resultado de uma centena de combates. Se nos conhecemos, mas não ao inimigo, para cada vitória sofreremos uma derrota. Se não nos conhecemos nem ao inimigo, sucumbiremos em todas as batalhas.; (Sun Tzu)
Guardar ressentimento é como tomar veneno e esperar que a outra pessoa morra.; (William Shakespeare)
É um grande privilégio ter vivido uma vida difícil.; (Indira Gandhi)
O egoísmo não consiste em vivermos conforme os nossos desejos, mas sim em exigirmos que os outros vivam da mesma forma que nós gostaríamos. O altruísmo em deixarmos todo mundo viver do jeito que bem quiser.; (Oscar Wilde)
O tempo não espera por ninguém. Ontem é história. O amanhã é um mistério, o hoje é uma dádiva, por isso é chamado de presente.; (Adalberto Godoy)
O homem culto é aquele que sabe encontrar um significado bonito para as coisas bonitas. Para ele a esperança é um fato real.; (Oscar Wilde)
Não revele aos amigos os seus segredos, porque você não sabe se algum se tornará seu inimigo. Não cause ao seu inimigo todo o mal que lhe possa fazer, porque você não sabe se ele se tornará um dia seu amigo.; (William Blake)
Eu não posso ensinar nada a ninguém, eu só posso fazê-lo pensar.; (Sócrates)
Não são as espécies mais fortes que sobrevivem, nem as mais inteligentes, e sim as que respondem melhor à mudança.; (Charles Darwin)
O brilho da criança vem de fora, o brilho do idoso vem de dentro.; (Corrado Bruno)
Rir de tudo é coisa dos tontos, mas não rir de nada é coisa dos estúpidos.; (Erasmo de Rotterdam)
Se queres compreender a palavra \'felicidade\', indispensável se torna entendê-la como recompensa e não como fim.; (Antoine de Saint-Exupéry)
Há duas épocas na vida, infância e velhice, em que a felicidade está numa caixa de bombons.; (Carlos Drummond)
Podem ter a certeza de que não foi quando descobriu a América, mas sim quando estava a descobri-la, que Colombo se sentiu feliz.; (Fiodor Dostoievski)
A vida é uma criança que é preciso embalar até que adormeça.; (Voltaire)
Metade dos nossos erros na vida nascem do fato de sentirmos quando devíamos pensar e pensarmos quando devíamos sentir.; (J. Collins)
Deves ter a cabeça sempre fria, o coração sempre quente e a mão larga.; (Confúcio)
À beira de um precipício só há uma maneira de andar para a frente: é dar um passo atrás.; (M. de Montaigne)
Existem apenas duas maneiras de ver a vida. Uma é pensar que não existem milagres e a outra é que tudo é um milagre.; (Albert Einstein)
A primeira condição para ser alguma coisa é não querer ser tudo ao mesmo tempo.; (Tristão de Ataíde)
Vencer não é nada, se não se teve muito trabalho; fracassar não é nada se se fez o melhor possível.; (Nadia Boulanger)
Se não posso realizar grandes coisas, posso pelo menos fazer pequenas coisas com grandeza.; (Clarck)
Não há necessidade de escolher uma estação do ano predilecta. O que temos de fazer é desfrutar da beleza de cada uma delas.; (Evelyn Lauder)
Não julgues nada pela pequenez dos começos. Uma vez fizeram-me notar que não se distinguem pelo tamanho as sementes que darão ervas anuais das que vão produzir árvores centenárias.; (Josemaría Escrivá)
A glória é tanto mais tardia quanto mais duradoura há de ser, porque todo o fruto delicioso amadurece lentamente.; (Arthur Schopenhauer)
Não há nada melhor para uma alma do que tornar menos triste outra alma.; (Paul Verlaine)
Pode querer bem aos outros quem não quer bem a si mesmo?; (Erasmo)
Um grande erro: crer-se mais importante do que se é e estimar-se menos do que se vale.; (Johann  Goethe)
Ninguém conhece as suas próprias capacidades enquanto não as colocar à prova.; (Públio Siro)
Não há quem sustente uma luta mais árdua do que aquele que se tenta vencer a si próprio.; (Thomas Kempis)
Controle a sua mente ou ela o controlará.; (Horácio)
O homem nasceu para a acção, tal como o fogo tende para cima e a pedra para baixo.; (Voltaire)
A natureza concedeu aos grandes homens a faculdade de fazer e aos outros a de julgar.; (Luc de Clapiers Vauvenargues)
O importante não é aquilo que fazem de nós, mas o que nós mesmos fazemos do que os outros fizeram de nós.; (Jean-Paul Sartre)
É melhor correr o risco de salvar um homem culpado do que condenar um inocente.; (Voltaire)
Perdoar é bom, mas o melhor é esquecer.; (Robert Browning)
Na prosperidade é muito fácil encontrar amigos, na adversidade não há nada mais difícil.; (Epicteto)
Pagai o mal com o bem, porque o amor é vitorioso no ataque e invulnerável na defesa.; (Lao Tsé)
Eis um teste para saber se você terminou sua missão na Terra: se você está vivo, não terminou.; (Richard Bach)
Não podemos escolher como vamos morrer. Ou quando. Podemos somente decidir como vamos viver.; (Joan Baez)
As coisas mais importantes na vida não são coisas.; (Anthony J. D\'Angelo)
O universo me intriga, e não posso pensar que este relógio exista e não o relojoeiro.; (Voltaire)
Não basta dar os passos que nos devem levar um dia ao objetivo, cada passo deve ser ele próprio um objetivo em si mesmo, ao mesmo tempo que nos leva para diante.; (Johann Goethe)
Muitos são os obstinados que se empenham no caminho que escolheram, poucos os que se empenham no objetivo.; (Friedrich Nietzsche )
O arqueiro que ultrapassa o alvo falha tanto como aquele que não o alcança.; (Michel de Montaigne )
A esperança seria a maior das forças humanas, se não existisse o desespero.; (Victor Hugo)
Apenas em torno de uma mulher que ama se pode formar uma família.; (Friedrich Schlegel)
Paz e harmonia: eis a verdadeira riqueza de uma família.; (Benjamim Franklin)
Numa viagem, um homem deve andar com um companheiro que tenha a mente igual ou superior a sua; é melhor viajar sozinho do que em companhia de um tolo.; (Sakyamuni)
A hora mais escura da noite é justamente aquela que nos permite ver melhor as estrelas.; (Charles A. Beard)
Poucas coisas no mundo são mais poderosas que um impulso positivo - um sorriso. Um mundo de otimismo e esperança, um \'você consegue\' quando as coisas estão difíceis.; (Richard De Vos)
Conte-me, e eu vou esquecer. Mostre-me, e eu vou lembrar. Envolva-me, e eu vou entender.; (Confúcio)
Os homens que tentam fazer algo e falham são infinitamente melhores do que aqueles que tentam fazer nada e conseguem.; (Lloyd Jones)
Não ser ninguém exceto você mesmo num mundo que se esforça dia e noite para torná-lo igual a todo mundo é lutar a pior das batalhas que todo ser humano pode enfrentar.; (E.E. Cummings)
As pessoas nunca melhoram até que olhem para algum modelo ou exemplo mais alto e melhor que elas mesmas.; (Tryon Edwards)
Um navio no porto é seguro, mas não é para isso que os navios foram feitos.; (William Shedd)
Não te irrites se te pagarem mal um benefício; antes cair das nuvens que de um terceiro andar.; (Machado de Assis)
Quer pouco: terás tudo. Quer nada: serás livre.; (Fernando Pessoa)
Você deverá tomar cada fracasso como princípio de triunfo, sempre que dele extraia o elemento que lhe faltou para vencer.; (Carlos Bernardo González Pecotche)
O saber a gente aprende com os mestres e os livros. A sabedoria, se aprende é com a vida e com os humildes.; (Cora Coralina)
Sejamos bons e depois seremos felizes. Ninguém recebe o prêmio sem primeiro fazer por isso.; (Jean-Jacques Rousseau)
Amar é querer estar perto, se longe; e mais perto, se perto.; (Vinícius de Moraes)
A excessiva atenção que se presta ao perigo faz que muitas vezes nele se caia. ; (Jean de La Fontaine)
Cada pessoa que passa em nossa vida, passa sozinha,  é porque cada pessoa é única e nenhuma substitui a outra.  Cada pessoa que passa em nossa vida passa sozinha, e não nos deixa só,  porque deixa um pouco de si e leva um pouquinho de nós.  Essa é a mais bela responsabilidade da vida e a prova  de que as pessoas não se encontram por acaso.; (Charles Chaplin)
O bom humor espalha mais felicidade que todas as riquezas do mundo. Vem do hábito de olhar para as coisas com esperança e de esperar o melhor e não o pior.; (Alfred Armand Montapert)
Muito freqüentemente, nós subestimamos o poder do carinho, de um sorriso, uma palavra amável, um ombro amigo, dar ouvidos, um elogio honesto, ou o menor ato de dedicação, pois todos têm o poder de transformar uma vida.; (Leo Buscaglia)
Um homem nunca sabe aquilo de que é capaz até que o tenta fazer.; (Charles Dickens)
Quando você tem uma meta, o que era um obstáculo passa a ser uma etapa de um dos planos.; (Gerhard Erich Boehme)
A fragrância sempre permanece na mão de quem oferece flores.; (Hadia Bejar)
Quanto mais longe você consegue olhar para trás, tão mais longe você está apto para ver à frente.; (Winston Churchill)
A grandeza não consiste em receber honras, mas em merecê-las.; (Aristóteles)
Uma chave importante para o sucesso é a auto-confiança. Uma chave importante para a auto-confiança é a preparação.; (Arthur Ashe)
Eu discordo do que você diz, mas defenderei até a morte o seu direito de dizê-lo.; (Voltaire)
Sua profissão não é aquilo que traz para casa o seu salário. Sua profissão é aquilo que foi colocado na Terra para você fazer com tal paixão e tal intensidade que se torna chamamento espiritual.; (Vincent Van Gogh)
Até que ponto você vai na vida depende de você ser gentil com o jovem, compassivo com o idoso, misericordioso com o esforçado e tolerante com o fraco e o forte. Porque algum dia na vida você terá sido todos deles.; (George Washington Carver)
Para realizar grandes coisas devemos viver como se nunca fôssemos morrer.; (Marquês de Vauvenargues)
O segredo é não correr atrás das borboletas. É cuidar do jardim para que elas venham até você.; (Mário Quintana)
Amizade consiste em esquecer o que se dá e lembrar o que se recebe.; (Alexandre Dumas)
Coloque sua mão sobre um fogão quente por um minuto, e parecerá uma hora. Sente-se com uma garota bonita por uma hora, e parecerá um minuto. Isso é relatividade.; (Albert Einstein)
O trovão é bom, o trovão é impressionante; mas é o raio que faz o trabalho.; (Mark Twain)
Nossa liberdade fundamental é o direito e o poder de decidir como qualquer pessoa ou qualquer coisa fora de nós nos afetará.; (Stephen Covey)
É o mais feliz, seja ele rei ou camponês, aquele que encontra paz em seu lar.; (Johann von Goethe)
O oposto do amor não é o ódio, mas a indiferença.; (Érico Veríssimo)
Quando calamos o que pensamos, matamos nossos sonhos.; (Fernando Aparecido Paraluppi)
Fácil é sonhar todas as noites. Difícil é lutar por um sonho.; (Carlos Drummond de Andrade)
Uma vez que aliviamos nossa consciência chamando algo de um \mal necessário\; isso começa a parecer mais e mais necessário e menos e menos mal.; (Sydney J. Harris)
Se cada um de nós varresse a frente do nosso lugar, o mundo todo seria limpo.; (Goethe)
O que mais preocupa não é nem o grito dos violentos, dos corruptos, dos desonestos, dos sem-caráter, dos sem-ética. O que mais preocupa é o silêncio dos bons.; (Luther King)
Semeie um ato, e você colhe um hábito. Semeie um hábito, e você colhe um caráter. Semeie um caráter, e você colhe um destino.; (Charles Reade)
Valores não são itens de moda que são casualmente comercializados.; (Ellen Goodman)
Quando os que mandam perdem a vergonha, os que obedecem perdem o respeito.; (Cardeal de Retz)
Todos nós tomamos diferentes trilhas na vida, mas não importa aonde vamos; aproveitamos um pouco de cada uma delas em toda parte.; (Tim McGrew)
Por favor entenda meu amigo, que onde você estará amanhã é uma função das decisões e ações positivas que você faz hoje.; (Akin A. Awolaja)
As crianças nunca são muito boas para escutar os mais velhos, mas elas nunca falham em imitá-los.; (James Baldwin)
Toda fortuna tem sua origem na mente. A riqueza está nas idéias - não no dinheiro.; (Robert Collier)
Quando você está satisfeito por ser simplesmente você mesmo e não se compara ou compete, todo mundo te respeitará.; ( Lao Tzu)
Para mim, metas são o meu mapa para a vida que eu quero. Elas têm me ajudado a realizar coisas que uma vez pensei que eram impossíveis.; (Catherine Pulsifer)
Nenhum de nós chegou onde está exclusivamente através do impulso de nossos próprios pés. Chegamos aqui porque alguém se inclinou e nos alavancou.; (Thurgood Marshal)
Aqueles que não criam o futuro que querem devem aguentar o futuro que recebem.; (Draper L. Kaufman, Jr.)
O adiamento é a arte de manter o ontem.; (Don Marquis)
A verdade no fundo é que você sempre sabe a coisa certa a fazer. A parte difícil é fazê-la.; (Norman Schwarzkopf)
Não é a força, mas a constância dos bons sentimentos que conduz os homens à felicidade.; (Friedrich Nietzsche)
Os grandes navegadores devem sua reputação às grandes tormentas e tempestades.; (Epicurus de Samos)
Enfrente seus obstáculos e faça alguma coisa em relação a eles. Você descobrirá que eles não têm metade da força que você pensava que eles tinham.; (Norman Vincent Peale)
A medida do sucesso não é se você tem um problema difícil para tratar, mas se este é o mesmo problema que você tinha no ano passado.; (John Foster Dulles)
O caráter pode se manifestar nos grandes momentos, mas ele é formado nos pequenos.; (Phillips Brooks)
Alguém está sentado na sombra hoje porque alguém plantou uma árvore há muito tempo.; (Warren Buffett)
A Luta é a lei da vida.; (Carlos Bernardo González Pecotche)
Como um pássaro cantando na chuva, deixe memórias agradáveis sobreviverem em tempos de tristeza.; (Robert Louis Stevenson)
A maioria dos sucessos brota de um obstáculo ou fracasso. Eu me tornei um desenhista porque eu falhei em minha meta de me tornar um executivo de sucesso.; ( Scott Adams)
Faça aquilo que você tem medo de fazer e a morte do medo é certa.; (Ralph Waldo Emerson)
Aquele que dá um bom conselho, constrói com uma mão; aquele que dá bom conselho e bom exemplo, constrói com as duas; mas aquele que dá um bom conselho e um mau exemplo, constrói com uma mão e destrói com a outra.; (Francis Bacon)
Considero mais valente aquele que vence seus desejos do que aquele que vence seus inimigos; pois a vitória mais difícil é a vitória sobre si mesmo.; (Aristóteles)
Pessoas de caráter fazem a coisa certa, não porque elas acham que irão mudar o mundo, mas porque elas se recusam a ser mudadas pelo mundo.; (Michael Josephson)
O ontem é um cheque sustado. O amanhã é uma nota promissória. O hoje é dinheiro vivo. Gaste-o!; (John W. Newbern)
Nosso negócio na vida não é ultrapassar os outros, mas ultrapassar a nós mesmos — quebrar nossos próprios recordes, superar nosso ontem através do nosso hoje.; (Stewart B. Johnson)
Os problemas do mundo não podem ser resolvidos por céticos ou cínicos cujos horizontes são limitados por realidades óbvias. Precisamos de homens e mulheres que consigam sonhar com coisas que nunca existiram.; (John F. Kennedy)
Deve-se aprender fazendo a coisa; pelo pensamento você acha que sabe. Você não tem certeza, até que você tente.; (Sófocles)
Nossa maior fraqueza está em desistir. O caminho mais seguro para o sucesso é sempre tentar apenas uma vez mais.; (Thomas Edison)
Enquanto você não valorizar a si mesmo, você não valorizará o seu tempo. Enquanto você não valorizar o seu tempo, você não fará nada com ele.; (M. Scott Peck )
Não importa o quão devagar você vá, desde que você não pare.; (Confucius)
Vícios são desperdícios de vida.; (George Bernard Shaw)
É melhor calar-se e deixar que as pessoas pensem que você é um idiota do quer falar e acabar com a dúvida.; (Abraham Lincoln)
A percepção do desconhecido é a mais fascinante das experiências. O homem que não tem os olhos abertos para o misterioso passará pela vida sem ver nada.; (Albert Einstein)
O que fizemos apenas por nós mesmos morre conosco; o que fizemos pelos outros e pelo mundo permanece e é imortal.; (Albert Pike)
A prosperidade não existe sem muitos medos e dissabores; e a adversidade sem muitos confortos e esperanças.; (Francis Bacon)
Se você não quer ser esquecido quando morrer, escreva coisas que vale a pena ler ou faça coisas que vale a pena escrever.; (Benjamin Franklin)
Um homem que queira reger a orquestra precisa dar as costas à platéia.; (James Crook)
Gosto e preciso de ti, mas quero logo explicar, não gosto porque preciso. Preciso sim, por gostar.; (Mário Lago)
A maior prova de amor é a confiança.; (Joyce Brothers)
O carinho é responsável por nove-décimos de qualquer felicidade sólida e durável existente em nossas vidas.; (C. S. Lewis)
É a paixão que está em um beijo que dá a ele sua doçura; é o afeto em um beijo que santifica-o.; (Christian Nevell Bovee)
Uma bolha no próprio pescoço interessa uma pessoa mais que quarenta terremotos na África.; (Dale Carnegie)
Eu tenho sempre me perguntado como é que todo homem ama a si mesmo mais que todo o resto dos homens, mas mesmo assim atribui menor valor à sua opinião sobre si mesmo do que a opinião dos outros.; (Marco Aurélio Antônio)
É melhor você viver o seu melhor, fazer o seu melhor, e pensar o seu melhor hoje; pois hoje é a preparação definitiva para amanhã e todos os outros amanhãs que se seguem.; (Harriet Martineau)
Você olha para qualquer grande corporação, e eu quero dizer as realmente grandes, e elas todas começaram com uma pessoa com uma ideía, fazendo-a bem.; (Irvine Robbins)
Alguns vislumbres de verdadeira beleza podem ser vistos nas faces daqueles que vivem em verdadeira humildade.; (Henry David Thoreau)
Note que se você tem tempo para reclamar e lamentar sobre algo, então você tem tempo para fazer alguma coisa referente a isso.; (Anthony DAngelo)
Sucesso é a soma de pequenos esforços, repetidos o tempo todo.; (Robert Collier)
É a direção da vela, e não o sopro da tempestade, que determina o seu curso na vida.; (Randy Davis)
A oportunidade de ouro que você está procurando está dentro de você mesmo. Ela não está no ambiente, ela não está na sorte ou chance, ou na ajuda dos outros; ela está somente em você.; (Orison S Marden)
Se o dinheiro é a sua esperança para independência, você nunca a terá. A única segurança real que um homem pode ter neste mundo é uma reserva de conhecimento, experiência e habilidade.; (Henry Ford)
A maior vitória na competição é derivada da satisfação interna de saber que você fez o seu melhor e que você obteve o máximo daquilo que você deu.; (Howard Cosell)
O amor, como um rio, encontrará um novo caminho toda vez que encontrar um obstáculo.; (Crystal Middlemas)
O segredo da genialidade é carregar o espírito da infância na maturidade.; (Thomas Henry Huxley)
Sonhe sonhos sublimes, e conforme você sonha, assim você deverá se tornar.; (James Allen)
Se você deseja progredir, todas as idéias fixas devem ir embora.; (Joseph Carumpbell)
As pipas sobem mais contra o vento - não a favor dele.; (Winston Churchill)
O homem é feito de tal modo que quando alguma coisa incendeia a sua alma, as impossibilidades desaparecem.; (Jean de la Fontaine)
Algumas pessoas estão sempre resmungando porque as rosas têm espinhos. Eu sou grato porque os espinhos têm rosas.; (Allophones Karr)
Quanto mais você glorifica e celebra sua vida, mais você tem na vida para celebrar.; (Oprah Winfrey)
Deixe suas esperanças, e não seus ferimentos, moldarem seu futuro.; (Robert H. Schuller)
Aqueles que confiam em nós, nos educam.; (T. S. Eliot)
É preciso coragem para crescer e tornar-se o que você realmente é.; (E. E. Cummings)
Qualquer problema que possa ser resolvido com um talão de cheques não é realmente um problema, é apenas uma despesa.; (Harvey Mackay)
Três elementos são capazes de fazer feliz a uma pessoa: Deus, um amigo e um livro.; (Henri Dominique Lacordaire)
Noventa porcento da sabedoria é reconhecimento. Encontre a mão de alguém e a aperte, enquanto há tempo.; (Dale Dauten)
A pessoa certa é a que está ao seu lado nos momentos incertos.; (Pablo Neruda)
Eu não me importo com o que os outros pensam sobre o que eu faço, mas eu me importo muito com o que eu penso sobre o que eu faço. Isso é caráter.; (Theodore Roosevelt)
A melhor maneira de prever o futuro é criá-lo.; (Peter Drucker)
Eu tenho o meu caminho. Você tem o seu caminho. Portanto, quanto ao caminho direito, o caminho correto, e o único caminho, isso não existe.; (Friedrich Nietzsche)
Qualquer coisa que você faça será insignificante, mas é muito importante que você faça.; (Mahatma Gandhi)
Opinião pública é o que as pessoas acreditam que as outras pessoas pensam.; (Alfred Austim)
O que convence é a convicção. Acredite no argumento que você está lançando. Se você não acreditar, você está perdido. A outra pessoa sentirá que está faltando alguma coisa, e nenhum encadeamento racional, não importando quão lógico, elegante, ou brilhante seja, irá ganhar o caso para você.; (Lyndon B. Johnson)
Sim e não são as mais antigas e simples palavras, mas elas requerem o maior pensar.; (Pitágoras)
Caráter é a habilidade de manter uma resolução muito depois que a emoção com a qual foi tomada ter passado.; (Brian Tracy)
Amor à beleza é gosto. Criação da beleza é arte.; (Ralph Waldo Emerson)
Quando o poder do amor superar o amor pelo poder, o mundo conhecerá a paz.; (Jimmy Hendrix)
Miramos acima do alvo para atingir o alvo.; (Ralph Waldo Emerson)
Pense como um homem de ação, aja como um homem de reflexão.; (Henri Bergson)
O conhecimento amplia a vida. Conhecer é viver uma realidade que a ignorância impede desfrutar.; (Carlos Bernardo González Pecotche (Raumsol))
A Natureza é sábia e contém o néctar da Sabedoria. É a primeira mestra do ser humano.; (Carlos Bernardo González Pecotche (Raumsol))
Quem é generoso ao aprender, é generoso ao ensinar; mas nunca haverá de exceder-se nessa generosidade, pretendendo ensinar antes de haver aprendido.; (Carlos Bernardo González Pecotche (Raumsol))
Enquanto o homem aprende, pode também ensinar, porque a arte de ensinar consiste em começar ensinando primeiro a si mesmo.; (Carlos Bernardo González Pecotche (Raumsol))
Como as montanhas, o homem guarda dentro de si riquezas ignoradas, que haverá de descobrir e utilizar se quiser alcançar os elevados fins destinados à sua existência.; (Carlos Bernardo González Pecotche (Raumsol))
Calando é como se aprende a ouvir, ouvindo é como se aprende a falar e logo, falando, aprende-se a calar.; (Carlos Bernardo González Pecotche (Raumsol))
A alegria do triunfo jamais seria experimentada se não houvesse a luta que determina a oportunidade de vencer.; (Carlos Bernardo González Pecotche (Raumsol))
O homem é o único ser da criação capaz de experimentar mudanças por própria determinação.; (Carlos Bernardo González Pecotche (Raumsol))
A vida chega como o tempo e passa igualmente como ele; se não é aproveitada, fica sepultada no esquecimento do que foi.; (Carlos Bernardo González Pecotche (Raumsol))
Um amigo deve sempre subestimar os nossos defeitos.; (Mario Puzo)
Não existem erros, coincidências. Todos os eventos são bênçãos dadas a nós para aprendermos através deles.; (Elizabeth Kubler-Ros)
Arriscamo-nos a perder quando queremos ganhar demais.; (Jean de La Fontaine)
Cuidado para que as vitórias não carregem a semente de futuras derrotas.; (Ralph W. Sockman)
A vaidade, embora não destrua totalmente as virtudes, desordena-as todas.; (François de La Rochefoucauld)
A paciência é mais heróica das virtudes, justamente por não ter nenhuma aparência de heroísmo.; (Giacomo Leopardi)
Só aprendemos o valor da água quando o poço está vazio.; (Thomas Fuller)
Aquele que melhor goza a riqueza é aquele que menos necessidade dela tem.; (Epicuro)
Os seres não se encontram no mundo porque sim; há algo que os acerca, que os vincula. Nem todos conhecem o porquê desses acercamentos nem desses encontros; daí que a maioria, ao não dar valor a tais fatos,  siga, depois de ter se aproximado, em direções opostas, para não voltar a se encontrar.; (Carlos Bernardo González Pecotche (Raumsol))
\Conhecido\ é uma pessoa que conhecemos suficientemente bem para pedir emprestado, mas não suficientemente para emprestar.; (Ambrose Bierce)
Existe uma dura lei: quando somos ofendidos, nunca nos recuperamos até que perdoemos.; (Alan Paton)
Nosso eu interior não é algo que se encontre. É algo que se cria.; (Thomas Szasz)
A adversidade revela a genialidade, a prosperidade oculta.; (Horácio)
Se você quer alcaçar excelência nas grandes coisas, você deve desenvolver o hábito nas pequenas. Excelência não é uma exceção, ela é uma atitude predominante.; (Colin Powell)
A única coisa de valor que podemos dar às crianças é o que somos, e não o que temos.; (Leo Buscaglia)
A ação é uma grande restauradora e construtora da confiança. A inatividade não só é o resultado, mas a causa do medo. Talvez a ação que você tome tenha êxito; talvez uma ação diferente ou ajustes terão de ser feitos. Mas qualquer ação é melhor que nenhuma.; (Norman Vincent Peale)
O que as pessoas dizem pelas suas costas é a sua reputação na comunidade.; (Edgar Watson Howe)
Um importante estimulante para o pensamento criativo são questões focadas. Existe algo nas questões bem elaboradas que frequentemente penetra no coração da matéria e dispara novas idéias e visões.; (Brian Tracy)
Eu nunca fui pobre, apenas sem dinheiro. Ser pobre é um estado mental. Estar sem dinheiro é apenas uma situação temporária.; (Michael Todd)
Se uma pessoa adquire a atitude correta em relação ao dinheiro, isso ajudará a endireitar quase todas as outras áreas de sua vida.; (Billy Graham)
O tirano morre e o seu reinado termina, o martir morre e o seu reinado começa.; (Soren Kierkegaard)
A mente é como o estômago. Não é o quanto você coloca dentro dela que conta, mas o quanto ela digere.; (Albert Jay Nock)
